Cliente_ID,Region,Zona,Deuda_Expuesta,Canal_Asignado,Prob_Incremental,Costo_Incurrido,Valor_Esperado_Neto,Dia_Semana,Hora_Inicio,Hora_Fin,Slot_Asignado,Asesor_Asignado,Estado_Agenda,Restriccion_Aplicada
43274,Sur,urbano,2278.45,WhatsApp,0.47076388002322983,1.0,1071.611962438928,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
26933,Lima,urbano,1875.42,WhatsApp,0.4575525444748741,1.0,857.1031929590685,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
43360,Centro,urbano,1249.71,WhatsApp,0.5891286155410355,1.0,735.2399221277874,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
42890,Lima,rural,1028.62,WhatsApp,0.6321389064365038,1.0,649.2307219387166,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
43219,Sur,urbano,1332.56,WhatsApp,0.4520360551804565,1.0,601.3651656912691,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
31902,Centro,urbano,1306.48,WhatsApp,0.43026762597741564,1.0,561.136047986974,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
43752,Centro,urbano,1177.78,WhatsApp,0.44845473286834564,1.0,527.1810152776801,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
7196,Sur,rural,1321.96,WhatsApp,0.380457660049713,1.0,501.9498082793186,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
5524,Norte,urbano,1214.68,WhatsApp,0.3994885593789549,1.0,484.25076330642895,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
24884,Sur,rural,1341.5,WhatsApp,0.3489461232391231,1.0,467.1112243252837,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
20778,Lima,urbano,1039.76,WhatsApp,0.43549330684313603,1.0,451.8085207232191,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
41384,Sur,rural,1053.09,WhatsApp,0.417436483402856,1.0,438.5981863067136,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
43198,Sur,urbano,953.54,WhatsApp,0.44886840776172365,1.0,427.013981537114,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
9860,Centro,rural,1164.68,WhatsApp,0.35690735964197284,1.0,414.68286362781294,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
12479,Centro,rural,984.68,WhatsApp,0.4143877217178738,1.0,407.03930182115596,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
2102,Norte,rural,998.09,WhatsApp,0.3993117319955601,1.0,397.5490465874486,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
16236,Centro,rural,1228.73,WhatsApp,0.31770089986327094,1.0,389.3686266889969,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
24345,Sur,urbano,970.6,WhatsApp,0.39431470533321034,1.0,381.721852996414,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
13156,Lima,rural,1282.98,WhatsApp,0.29294699286274195,1.0,374.8451329030407,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
9630,Centro,urbano,755.6,WhatsApp,0.4862147995068181,1.0,366.38390250735176,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
27252,Lima,urbano,766.13,WhatsApp,0.4731930615179239,1.0,361.52740022072703,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
12425,Centro,rural,1048.44,WhatsApp,0.33937461354603177,1.0,354.8139198262016,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
11603,Norte,urbano,1416.38,WhatsApp,0.24639215028949446,1.0,347.9849138270342,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
22356,Norte,urbano,896.41,WhatsApp,0.3821703209011566,1.0,341.58129735900576,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
28690,Centro,urbano,955.8,WhatsApp,0.35272980387846264,1.0,336.13914654703456,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
24065,Sur,urbano,989.58,WhatsApp,0.3360807880648353,1.0,331.57882625319974,Jueves,07:00,08:00,Jueves 07:00-08:00,DIGITAL_AUTOMATION,AGENDADO,Digital L-S 07:00-19:00 (Round-Robin)
